NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
D0163220,103,DISTURBANCE (OTHER),1C,103F,FIGHT,2D,3664905,531716,04/02/2020 08:52:38 AM,04/02/2020 08:54:07 AM,04/02/2020 08:57:56 AM,04/02/2020 09:03:22 AM,NAT,Necessary Action Taken,N,2T01,024XX S Carrollton Ave,70118,2,POINT (-90.12046318 29.95652899)
D0163320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3681565,530210,04/02/2020 08:53:44 AM,04/02/2020 08:53:44 AM,04/02/2020 08:53:52 AM,04/02/2020 09:24:11 AM,NAT,Necessary Action Taken,N,8G04,005XX Canal St,70130,8,POINT (-90.06790895 29.95189311)
D0163420,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3668351,544289,04/02/2020 08:58:05 AM,04/02/2020 08:58:05 AM,04/02/2020 08:58:05 AM,04/02/2020 08:58:16 AM,NAT,Necessary Action Taken,Y,3I01,055XX Canal Blvd,70124,3,POINT (-90.10915741 29.9909995)
D0163520,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3687527,534477,04/02/2020 08:59:54 AM,04/02/2020 09:02:13 AM,04/02/2020 09:08:38 AM,04/02/2020 09:36:47 AM,NAT,Necessary Action Taken,N,5C01,028XX Chartres St,70117,5,POINT (-90.04893383 29.96344267)
D0163620,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,2A,3716235,570851,04/02/2020 09:00:41 AM,,,04/02/2020 09:06:45 AM,VOI,VOID,N,7K06,131XX Wales St,70128,7,POINT (-89.95689684 30.06254261)
D0163920,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3674173,521552,04/02/2020 09:01:15 AM,,,04/02/2020 09:07:14 AM,DUP,DUPLICATE,N,6Q02,Louisiana Ave & Saint Charles Ave,70115,6,POINT (-90.09154577 29.92830863)
D0164120,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3696709,520762,04/02/2020 09:01:35 AM,04/02/2020 09:01:35 AM,04/02/2020 09:01:35 AM,04/02/2020 09:52:57 AM,NAT,Necessary Action Taken,Y,4J01,036XX Macarthur Blvd,70114,4,POINT (-90.02043487 29.92544625)
D0164220,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3674444,521056,04/02/2020 09:01:55 AM,04/02/2020 09:50:54 AM,04/02/2020 09:56:39 AM,04/02/2020 11:29:36 AM,RTF,REPORT TO FOLLOW,N,6D01,Louisiana Ave & Prytania St,70115,6,POINT (-90.09070825 29.9269372)
D0164320,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3675174,539830,04/02/2020 09:02:09 AM,04/02/2020 09:04:08 AM,,04/02/2020 09:05:02 AM,VOI,VOID,N,1N02,012XX Moss St,70119,1,POINT (-90.08775892 29.97853811)
D0164420,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1J,3679258,550301,04/02/2020 09:02:36 AM,04/02/2020 09:04:09 AM,04/02/2020 09:05:32 AM,04/02/2020 09:14:51 AM,GOA,GONE ON ARRIVAL,N,3M04,Mirabeau Ave & Paris Ave,70122,3,POINT (-90.07449583 30.00720542)
D0164520,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3680483,531069,04/02/2020 09:02:48 AM,04/02/2020 09:02:48 AM,04/02/2020 09:02:48 AM,04/02/2020 10:07:08 AM,NAT,Necessary Action Taken,Y,8I01,009XX Canal St,70112,8,POINT (-90.07129465 29.95428708)
D0164620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3660495,518746,04/02/2020 09:02:49 AM,04/02/2020 09:02:49 AM,04/02/2020 09:17:07 AM,04/02/2020 09:43:56 AM,NAT,Necessary Action Taken,N,2A01,064XX River Dr,70118,2,POINT (-90.134817 29.92099377)
D0164720,103M,MENTAL PATIENT,2C,21,COMPLAINT OTHER,1J,37369000,3513814,04/02/2020 09:03:50 AM,04/02/2020 09:03:50 AM,04/02/2020 09:13:25 AM,04/02/2020 10:24:37 AM,NAT,Necessary Action Taken,N,6G03,Carondelet St & Calliope St,70113,6,POINT (0 0)
D0164820,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3699531,519224,04/02/2020 09:04:17 AM,04/02/2020 09:04:17 AM,04/02/2020 09:04:17 AM,04/02/2020 09:27:17 AM,NAT,Necessary Action Taken,Y,4D01,030XX Holiday Dr,70131,4,POINT (-90.01158307 29.92112868)
D0164920,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669163,544659,04/02/2020 09:06:55 AM,04/02/2020 09:06:55 AM,04/02/2020 09:06:55 AM,04/02/2020 10:32:53 AM,NAT,Necessary Action Taken,Y,3I01,General Diaz St & Homedale St,70124,3,POINT (-90.10657896 29.99199309)
D0165020,21,COMPLAINT OTHER,1J,67,THEFT,1G,3668025,519970,04/02/2020 09:07:23 AM,,,04/02/2020 09:20:14 AM,VOI,VOID,N,2F03,052XX Perrier St,70115,2,POINT (-90.11100593 29.92414059)
D0165120,62C,SIMPLE BURGLARY VEHICLE,1G,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3684405,538145,04/02/2020 09:07:39 AM,04/02/2020 09:26:11 AM,04/02/2020 09:30:32 AM,04/02/2020 10:28:37 AM,RTF,REPORT TO FOLLOW,N,5A04,016XX Frenchmen St,70116,5,POINT (-90.05866323 29.97362465)
D0165220,62R,RESIDENCE BURGLARY,0A,62R,RESIDENCE BURGLARY,1E,3693306,545622,04/02/2020 09:10:24 AM,04/02/2020 10:03:00 AM,04/02/2020 10:04:07 AM,04/02/2020 10:59:41 AM,RTF,REPORT TO FOLLOW,N,5Q02,037XX Ursula Spencer Way,70126,5,POINT (-90.03028187 29.99390873)
D0165420,107,SUSPICIOUS PERSON,2C,66,EXTORTION (THREATS),1H,3690622,539887,04/02/2020 09:13:25 AM,04/02/2020 09:55:56 AM,04/02/2020 10:02:57 AM,04/02/2020 10:26:30 AM,GOA,GONE ON ARRIVAL,N,5M03,021XX Louisa St,70117,5,POINT (-90.03896543 29.9782246)
D0165520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3696355,520530,04/02/2020 09:16:08 AM,04/02/2020 09:16:08 AM,04/02/2020 09:16:08 AM,04/02/2020 09:59:22 AM,NAT,Necessary Action Taken,Y,4C02,Garden Oaks Dr & General De Gaulle Dr,70114,4,POINT (-90.02156063 29.92481845)
D0165620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3686217,527515,04/02/2020 09:16:24 AM,04/02/2020 09:16:24 AM,04/02/2020 09:16:24 AM,04/02/2020 09:59:45 AM,NAT,Necessary Action Taken,Y,4A01,Brooklyn Ave & Diana St,70114,4,POINT (-90.0533166 29.94433988)
D0165720,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3682991,531760,04/02/2020 09:16:49 AM,04/02/2020 09:16:49 AM,04/02/2020 09:16:49 AM,04/02/2020 10:06:41 AM,NAT,Necessary Action Taken,Y,8B02,006XX Blk Decatur St,70130,8,POINT (-90.06335232 29.95611091)
D0165820,966,DRUG VIOLATIONS,1I,966,DRUG VIOLATIONS,1I,3700884,558143,04/02/2020 09:17:41 AM,04/02/2020 04:55:28 PM,04/02/2020 05:00:49 PM,04/02/2020 05:07:26 PM,GOA,GONE ON ARRIVAL,N,7O01,073XX Arbor Dr,70126,7,POINT (-90.00588631 30.02809848)
D0165920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3672089,525454,04/02/2020 09:18:08 AM,04/02/2020 09:18:08 AM,04/02/2020 09:20:22 AM,04/02/2020 11:03:27 AM,NAT,Necessary Action Taken,N,2O01,028XX Amelia St,70115,2,POINT (-90.09799208 29.93910021)
D0166020,67S,SHOPLIFTING,0A,67,THEFT,1G,3664905,531716,04/02/2020 09:18:30 AM,04/02/2020 09:56:49 AM,04/02/2020 09:57:38 AM,04/02/2020 10:55:31 AM,RTF,REPORT TO FOLLOW,N,2T01,024XX S Carrollton Ave,70118,2,POINT (-90.12046318 29.95652899)
D0166120,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3679846,543874,04/02/2020 09:19:17 AM,04/02/2020 09:19:17 AM,04/02/2020 09:19:17 AM,04/02/2020 10:32:52 AM,NAT,Necessary Action Taken,Y,3L03,Paris Ave & Gentilly Blvd,70119,3,POINT (-90.07286384 29.98951769)
D0166220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3664638,536555,04/02/2020 09:19:41 AM,04/02/2020 09:19:41 AM,04/02/2020 09:19:41 AM,04/02/2020 09:52:16 AM,NAT,Necessary Action Taken,Y,2S01,Hamilton St & Olive St,70118,2,POINT (-90.1211448 29.96984157)
D0166320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673326,536115,04/02/2020 09:21:19 AM,04/02/2020 09:21:19 AM,04/02/2020 09:21:25 AM,04/02/2020 09:38:08 AM,NAT,Necessary Action Taken,N,1L02,Cleveland Ave & S Rendon St,70119,1,POINT (-90.09372317 29.96837804)
D0166420,107,SUSPICIOUS PERSON,2C,21,COMPLAINT OTHER,1J,3675365,527906,04/02/2020 09:22:57 AM,04/02/2020 09:26:12 AM,04/02/2020 09:29:57 AM,04/02/2020 10:24:06 AM,NAT,Necessary Action Taken,N,6J02,Martin Luther King Jr Blvd & Willow St,70113,6,POINT (-90.08756388 29.94574496)
D0166520,103,DISTURBANCE (OTHER),1C,37,AGGRAVATED ASSAULT,2E,3678670,530248,04/02/2020 09:25:08 AM,04/02/2020 09:27:36 AM,04/02/2020 09:33:34 AM,04/02/2020 10:05:40 AM,NAT,Necessary Action Taken,N,8J02,013XX Perdido St,70112,8,POINT (-90.07704966 29.95208465)
D0166620,22D,DIRECTED PATROL,1J,22D,DIRECTED PATROL,1J,3690551,535388,04/02/2020 09:25:52 AM,04/02/2020 09:25:52 AM,04/02/2020 09:25:52 AM,04/02/2020 09:44:49 AM,NAT,Necessary Action Taken,Y,5D02,035XX Saint Claude Ave,70117,5,POINT (-90.03935011 29.96585562)
D0166720,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3674451,523288,04/02/2020 09:27:01 AM,04/02/2020 09:27:01 AM,04/02/2020 09:27:01 AM,04/02/2020 09:42:44 AM,NAT,Necessary Action Taken,Y,6F02,Danneel St & 7th St,70115,6,POINT (-90.09060909 29.93307417)
D0166820,62A,"BURGLAR ALARM, SILENT",1A,62A,"BURGLAR ALARM, SILENT",2E,3672813,526764,04/02/2020 09:29:58 AM,04/02/2020 09:50:42 AM,04/02/2020 09:52:56 AM,04/02/2020 09:56:23 AM,NAT,Necessary Action Taken,N,6K01,028XX S Claiborne Ave,70125,6,POINT (-90.09566011 29.94267932)
D0166920,966,DRUG VIOLATIONS,1I,966,DRUG VIOLATIONS,1I,3698782,533107,04/02/2020 09:30:35 AM,04/02/2020 09:30:35 AM,04/02/2020 09:30:35 AM,04/02/2020 12:15:23 PM,RTF,REPORT TO FOLLOW,Y,5E04,N Rampart St & Alabo St,70117,5,POINT (-90.01344057 29.95932369)
D0167020,21,COMPLAINT OTHER,1J,62R,RESIDENCE BURGLARY,1E,3677100,534540,04/02/2020 09:31:11 AM,04/02/2020 10:08:31 AM,04/02/2020 10:13:46 AM,04/02/2020 10:47:20 AM,NAT,Necessary Action Taken,N,1I03,002XX N Miro St,70119,1,POINT (-90.08185732 29.9639331)
D0167120,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3671197,525797,04/02/2020 09:32:07 AM,04/02/2020 09:58:31 AM,,04/02/2020 10:20:43 AM,GOA,GONE ON ARRIVAL,N,2O01,041XX S Claiborne Ave,70115,2,POINT (-90.10079714 29.94006833)
D0167220,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3688005,537613,04/02/2020 09:32:18 AM,04/02/2020 09:34:14 AM,04/02/2020 09:45:33 AM,04/02/2020 10:03:58 AM,GOA,GONE ON ARRIVAL,N,5C03,014XX Saint Ferdinand St,70117,5,POINT (-90.04731258 29.97205227)
D0167320,103D,DOMESTIC DISTURBANCE,2C,21,COMPLAINT OTHER,1J,3700531,520071,04/02/2020 09:32:43 AM,04/02/2020 10:14:57 AM,04/02/2020 10:21:17 AM,04/02/2020 11:13:23 AM,RTF,REPORT TO FOLLOW,N,4D01,045XX Macarthur Blvd,70131,4,POINT (-90.00839477 29.92342591)
D0167420,21,COMPLAINT OTHER,1J,63,PROWLER,2E,3666107,533922,04/02/2020 09:35:47 AM,04/02/2020 09:41:03 AM,04/02/2020 09:46:09 AM,04/02/2020 10:19:52 AM,NAT,Necessary Action Taken,N,2T03,082XX Earhart Blvd,70118,2,POINT (-90.11659323 29.96255907)
D0167520,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3674041,523438,04/02/2020 09:37:09 AM,04/02/2020 09:38:58 AM,04/02/2020 09:39:36 AM,04/02/2020 09:44:42 AM,DUP,DUPLICATE,N,6F02,Harmony St & S Saratoga St,70115,6,POINT (-90.0918974 29.93349827)
D0167620,100,HIT & RUN,1G,100,HIT & RUN,1G,3671931,539169,04/02/2020 09:37:10 AM,04/02/2020 10:01:52 AM,04/02/2020 10:12:41 AM,04/02/2020 11:28:29 AM,RTF,REPORT TO FOLLOW,N,1M02,N Carrollton Ave & Conti St,70119,1,POINT (-90.09802311 29.9768175)
D0167720,95,ILLEGAL CARRYING OF WEAPON,2D,95,ILLEGAL CARRYING OF WEAPON,2D,3672089,525454,04/02/2020 09:40:08 AM,04/02/2020 09:40:08 AM,04/02/2020 09:51:41 AM,04/02/2020 10:47:15 AM,RTF,REPORT TO FOLLOW,N,2O01,028XX Amelia St,70115,2,POINT (-90.09799208 29.93910021)
D0167820,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3668612,523623,04/02/2020 09:42:42 AM,04/02/2020 10:12:50 AM,04/02/2020 10:24:17 AM,04/02/2020 10:32:29 AM,NAT,Necessary Action Taken,N,2I03,050XX La Salle St,70115,2,POINT (-90.10903165 29.93416799)
D0167920,103F,FIGHT,2D,103F,FIGHT,2D,3717464,566342,04/02/2020 09:44:14 AM,04/02/2020 09:44:14 AM,04/02/2020 09:44:14 AM,04/02/2020 02:19:49 PM,GOA,GONE ON ARRIVAL,Y,7K02,130XX S I-10 Service Rd,70128,7,POINT (-89.9531847 30.05010295)
D0168020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3680295,531301,04/02/2020 09:45:57 AM,04/02/2020 09:45:57 AM,04/02/2020 09:45:57 AM,04/02/2020 10:06:16 AM,NAT,Necessary Action Taken,Y,8I01,Canal St & Roosevelt Way,70112,8,POINT (-90.07188101 29.95493097)
D0168120,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3681649,530441,04/02/2020 09:46:54 AM,04/02/2020 09:46:54 AM,04/02/2020 09:48:07 AM,04/02/2020 10:54:32 AM,NAT,Necessary Action Taken,N,8C01,005XX Canal St,70130,8,POINT (-90.06763618 29.952527)
D0168220,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3677919,533879,04/02/2020 09:49:50 AM,04/02/2020 10:39:16 AM,04/02/2020 10:39:55 AM,04/02/2020 10:57:27 AM,NAT,Necessary Action Taken,N,1I02,002XX N Prieur St,70112,1,POINT (-90.07929612 29.96209152)
D0168320,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,107,SUSPICIOUS PERSON,2C,3681549,538209,04/02/2020 09:51:29 AM,04/02/2020 09:53:13 AM,04/02/2020 09:56:58 AM,04/02/2020 02:00:10 PM,NAT,Necessary Action Taken,N,1B01,018XX Lapeyrouse St,70116,1,POINT (-90.06768215 29.9738891)
D0168420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3696272,520767,04/02/2020 09:53:09 AM,04/02/2020 09:53:09 AM,04/02/2020 09:53:09 AM,04/02/2020 10:43:54 AM,NAT,Necessary Action Taken,Y,4J01,035XX Blk General De Gaulle Dr,70114,4,POINT (-90.02181293 29.92547349)
D0168520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667777,527148,04/02/2020 09:54:16 AM,04/02/2020 09:54:16 AM,04/02/2020 09:54:20 AM,04/02/2020 10:28:54 AM,NAT,Necessary Action Taken,N,2Q01,S Johnson St & Nashville Ave,70125,2,POINT (-90.11154954 29.94388401)
D0168620,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682623,532516,04/02/2020 09:54:49 AM,,,04/02/2020 09:54:56 AM,NAT,Necessary Action Taken,N,8C03,007XX Royal St,70116,8,POINT (-90.06448807 29.95820227)
D0168720,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3683261,533327,04/02/2020 09:56:18 AM,,,04/02/2020 09:56:24 AM,NAT,Necessary Action Taken,N,8E05,010XX Royal St,70116,8,POINT (-90.06244597 29.96041178)
D0168820,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3702867,511887,04/02/2020 09:57:26 AM,04/02/2020 09:59:33 AM,04/02/2020 10:06:45 AM,04/02/2020 10:22:37 AM,GOA,GONE ON ARRIVAL,N,4D05,Tullis Dr & Tall Spruce Dr,70131,4,POINT (-90.00131919 29.90084714)
D0168920,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682541,532987,04/02/2020 09:58:33 AM,,,04/02/2020 09:58:40 AM,NAT,Necessary Action Taken,N,8E01,008XX Bourbon St,70116,8,POINT (-90.06472896 29.95949959)
D0169020,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3717444,566367,04/02/2020 09:59:57 AM,,,04/02/2020 10:02:32 AM,DUP,DUPLICATE,N,7K02,130XX S I-10 Service Rd,70128,7,POINT (-89.95324554 30.05017183)
D0169120,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3683597,534497,04/02/2020 10:00:03 AM,,,04/02/2020 10:00:10 AM,NAT,Necessary Action Taken,N,8E02,013XX Bourbon St,70116,8,POINT (-90.06134246 29.96361794)
D0169320,21,COMPLAINT OTHER,1J,67A,AUTO THEFT,1D,3696210,551411,04/02/2020 10:01:09 AM,04/02/2020 10:56:02 AM,04/02/2020 10:57:09 AM,04/02/2020 11:11:23 AM,NAT,Necessary Action Taken,N,7A01,Downman Rd & Chef Menteur Hwy,70126,7,POINT (-90.02090137 30.00973449)
D0169420,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3688622,535300,04/02/2020 10:01:15 AM,04/02/2020 10:04:08 AM,04/02/2020 10:07:47 AM,04/02/2020 11:01:39 AM,NAT,Necessary Action Taken,N,5C04,030XX Burgundy St,70117,5,POINT (-90.0454465 29.9656731)
D0169520,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3688262,537789,04/02/2020 10:01:18 AM,04/02/2020 10:01:18 AM,04/02/2020 10:01:18 AM,04/02/2020 10:01:55 AM,VOI,VOID,Y,5C03,Approx Loc: 028XX N Robertson St,70117,5,POINT (-90.04649333 29.97252833)
D0169620,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682465,533476,04/02/2020 10:01:37 AM,,,04/02/2020 10:01:43 AM,NAT,Necessary Action Taken,N,8E01,009XX Dauphine St,70116,8,POINT (-90.0649532 29.96084489)
D0169820,103D,DOMESTIC DISTURBANCE,2C,103F,FIGHT,2D,3684233,540692,04/02/2020 10:02:09 AM,04/02/2020 10:02:54 AM,04/02/2020 10:12:13 AM,04/02/2020 11:44:38 AM,RTF,REPORT TO FOLLOW,N,5K01,N Tonti St & Frenchmen St,70119,5,POINT (-90.0591161 29.98063288)
D0169920,38,SIMPLE ASSAULT,1F,103,DISTURBANCE (OTHER),2A,3678670,530248,04/02/2020 10:02:47 AM,04/02/2020 10:06:52 AM,04/02/2020 10:07:34 AM,04/02/2020 12:44:23 PM,RTF,REPORT TO FOLLOW,N,8J02,013XX Perdido St,70112,8,POINT (-90.07704966 29.95208465)
D0170020,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3681248,532579,04/02/2020 10:03:18 AM,,,04/02/2020 10:03:24 AM,NAT,Necessary Action Taken,N,8D03,005XX Burgundy St,70112,8,POINT (-90.06882678 29.95841577)
D0170120,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3674330,527983,04/02/2020 10:03:43 AM,04/02/2020 10:03:43 AM,04/02/2020 10:03:46 AM,04/02/2020 10:08:52 AM,NAT,Necessary Action Taken,N,6K02,S Derbigny St & Jackson Ave,70125,6,POINT (-90.0908312 29.94598704)
D0170220,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3699587,521353,04/02/2020 10:03:43 AM,04/02/2020 10:22:51 AM,04/02/2020 10:30:04 AM,04/02/2020 10:33:20 AM,NAT,Necessary Action Taken,N,4D03,002XX Blk Prancer St,70131,4,POINT (-90.01132575 29.92697919)
D0170320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3686978,548852,04/02/2020 10:03:51 AM,04/02/2020 10:03:51 AM,04/02/2020 10:03:51 AM,04/02/2020 10:32:14 AM,NAT,Necessary Action Taken,Y,3T02,Franklin Ave & Gentilly Blvd,70122,3,POINT (-90.05015927 30.0029868)
D0170420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3662249,534453,04/02/2020 10:05:19 AM,04/02/2020 10:05:19 AM,04/02/2020 10:05:19 AM,04/02/2020 10:49:55 AM,NAT,Necessary Action Taken,Y,2S01,Nelson St & Mistletoe St,70118,2,POINT (-90.12875993 29.96413242)
D0170520,966,DRUG VIOLATIONS,1I,966,DRUG VIOLATIONS,1I,3665871,526145,04/02/2020 10:05:52 AM,04/02/2020 10:05:52 AM,04/02/2020 10:14:19 AM,04/02/2020 11:16:36 AM,RTF,REPORT TO FOLLOW,N,2M01,064XX Willow St,70118,2,POINT (-90.1176013 29.94118339)
D0170620,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3694126,521839,04/02/2020 10:07:23 AM,04/02/2020 10:24:59 AM,04/02/2020 10:30:55 AM,04/02/2020 10:43:49 AM,NAT,Necessary Action Taken,N,4I02,029XX General De Gaulle Dr,70114,4,POINT (-90.0285472 29.92848687)
D0170720,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3704248,518776,04/02/2020 10:07:37 AM,04/02/2020 10:35:30 AM,04/02/2020 10:46:01 AM,04/02/2020 10:48:20 AM,NAT,Necessary Action Taken,N,4D02,054XX Durham Dr,70131,4,POINT (-89.99670848 29.91974459)
D0170820,18A,ABANDONED VEHICLE,1J,18A,ABANDONED VEHICLE,1J,3683522,536109,04/02/2020 10:08:29 AM,04/02/2020 03:40:18 PM,04/02/2020 03:57:59 PM,04/02/2020 04:50:56 PM,NAT,Necessary Action Taken,N,5A01,Saint Anthony St & Mcshane Pl,70116,5,POINT (-90.06152336 29.96805268)
D0170920,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3674503,534691,04/02/2020 10:08:42 AM,04/02/2020 10:08:42 AM,04/02/2020 10:08:42 AM,04/02/2020 10:24:05 AM,NAT,Necessary Action Taken,Y,1L01,027XX Palmyra St,70119,1,POINT (-90.09005368 29.96442814)
D0171020,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,3685478,540536,04/02/2020 10:10:09 AM,,,04/02/2020 10:10:23 AM,NAT,Necessary Action Taken,N,5L01,022XX Mandeville St,70117,5,POINT (-90.0551893 29.98016687)
D0171120,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3697891,532247,04/02/2020 10:10:24 AM,04/02/2020 10:16:12 AM,04/02/2020 10:26:17 AM,04/02/2020 10:53:06 AM,NAT,Necessary Action Taken,N,5E04,056XX Royal St,70117,5,POINT (-90.01628637 29.95698753)
D0171220,22B,BUSINESS CHECK,1K,22A,AREA CHECK,1K,3667103,555237,04/02/2020 10:10:40 AM,04/02/2020 10:10:40 AM,04/02/2020 10:10:40 AM,04/02/2020 10:47:14 AM,NAT,Necessary Action Taken,Y,3G01,001XX Robert E Lee Blvd,70124,3,POINT (-90.11273115 30.02114032)
D0171320,21M,MISSING ADULT,0A,21M,MISSING ADULT,1C,3679113,524948,04/02/2020 10:10:43 AM,04/02/2020 10:13:48 AM,04/02/2020 10:15:02 AM,04/02/2020 11:31:33 AM,RTF,REPORT TO FOLLOW,N,6E03,015XX Euterpe St,70130,6,POINT (-90.07583255 29.9374977)
D0171420,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3684262,547904,04/02/2020 10:10:54 AM,04/02/2020 10:10:54 AM,04/02/2020 10:10:54 AM,04/02/2020 10:51:35 AM,NAT,Necessary Action Taken,Y,3T01,032XX Gentilly Blvd,70122,3,POINT (-90.05877122 30.0004619)
D0171520,58,RETURN FOR ADDITIONAL INFO,1I,21,COMPLAINT OTHER,1J,3684955,542738,04/02/2020 10:11:35 AM,04/02/2020 10:17:25 AM,04/02/2020 10:30:57 AM,04/02/2020 01:45:45 PM,NAT,Necessary Action Taken,N,3Y01,027XX Marigny St,70122,3,POINT (-90.05676499 29.98623847)
D0171720,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,0,0,04/02/2020 10:13:19 AM,04/02/2020 10:13:19 AM,04/02/2020 10:13:19 AM,04/02/2020 10:30:03 AM,NAT,Necessary Action Taken,Y,None,047XX Paris Avenue,None,0,POINT (0 0)
D0171820,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3694126,521839,04/02/2020 10:15:23 AM,,,04/02/2020 10:15:41 AM,DUP,DUPLICATE,N,4I02,029XX General De Gaulle Dr,70114,4,POINT (-90.0285472 29.92848687)
D0171920,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3666551,530579,04/02/2020 10:15:24 AM,04/02/2020 10:15:24 AM,04/02/2020 10:15:24 AM,04/02/2020 10:47:25 AM,NAT,Necessary Action Taken,Y,2P02,Nelson St & Pine St,70125,2,POINT (-90.11530345 29.9533561)
D0172020,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3675184,535798,04/02/2020 10:16:42 AM,04/02/2020 10:16:42 AM,04/02/2020 10:54:02 AM,04/02/2020 11:04:03 AM,NAT,Necessary Action Taken,N,1M05,002XX N White St,70119,1,POINT (-90.08786537 29.96745136)
D0172120,67,THEFT,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3679230,528320,04/02/2020 10:16:59 AM,04/02/2020 11:16:04 AM,04/02/2020 11:17:19 AM,04/02/2020 12:17:32 PM,RTF,REPORT TO FOLLOW,N,8H01,O'Keefe Ave & Julia St,70113,8,POINT (-90.07534739 29.94676694)
D0172220,29,DEATH,1D,29,DEATH,1D,3684445,538517,04/02/2020 10:18:24 AM,04/02/2020 10:20:43 AM,04/02/2020 10:28:52 AM,04/02/2020 12:55:50 PM,RTF,REPORT TO FOLLOW,N,5A04,017XX Frenchmen St,70116,5,POINT (-90.05852294 29.97464677)
